rule_idx	rule	rule_regex	rule_len	hits	scope	confidence
19309	a -> ∅ / X [+C/V, -syllabic, +consonantal, -nasal, +voice, -spread.gl, -round, -labiodental, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] [-begin/end]	a -> ∅ / (l|ʒ|z|d|b|ð) __ (ɪ) (t) (⋉)	550	2.0	6.0	0.3312873839226512
19037	ɪ -> ɑ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] [-begin/end]	ɪ -> ɑ / (t|ʃ|s|p|θ) __ (t) (⋉)	382	2.0	6.0	0.3312873839226512
18951	∅ -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʒ|ʃ|ɹ) (ɛ) (d) __ (⋉)	586	2.0	6.0	0.3312873839226512
1580	∅ -> t / X [+C/V, -syllabic, +consonantal, +continuant, -nasal, -spread.gl, -round, -rhotic, -DORSAL] __ [-begin/end]	∅ -> t / (l|ʒ|z|v|ʃ|s|f|θ|ð) __ (⋉)	117	354.0	1067.0	0.3301168446951798
18957	∅ -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -CORONAL, -lateral, -rhotic] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (v|f|w|j|h) (ɪ) (t) __ (⋉)	518	3.0	9.0	0.3293778581591869
19071	a ɪ -> o / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (n|m|ɹ) __ (t|d)	320	4.0	12.0	0.3284933805399352
19203	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|t|d) __ (ŋ|g)	323	7.0	22.0	0.3133750552399308
19258	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|ɹ) __ (ŋ)	340	6.0	19.0	0.3113055458939011
18929	∅ -> ∅ / X [+C/V, -syllabic, -LABIAL, -round, -labiodental, -rhotic, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (n|l|ʒ|z|t|ʃ|s|d|θ|ð|h) (ɪ) (t) __ (⋉)	517	4.0	13.0	0.3048038124364944
11	o -> u / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [-begin/end]	o -> u / (n|l|ɹ) __ (⋉)	136	4.0	13.0	0.3048038124364944
19210	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|w|j|ɹ) __ (ŋ)	293	7.0	23.0	0.3002139567266174
19220	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|t|d|θ|ð|ɹ) __ (ŋ)	294	8.0	27.0	0.2923427034290272
18918	∅ -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -rhotic] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (l|ʒ|z|v|ʃ|s|f|θ|ð|w|j|h) (ɪ) (t) __ (⋉)	498	5.0	17.0	0.2912918449770255
19147	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +continuant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -rhotic, -DORSAL] X	i -> o / (t|d|θ|ð|ɹ) __ (l|z)	281	2.0	7.0	0.2895366961487787
1876	∅ -> t / X [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -round, -rhotic] __ [-begin/end]	∅ -> t / (l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð) __ (⋉)	95	649.0	2350.0	0.2751061941922473
18906	i l -> ɛ l t / X [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, -round, -lateral, -rhotic, -DORSAL] __ [-begin/end]	i l -> ɛ l t / (n|m|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð) __ (⋉)	126	3.0	11.0	0.2740028008106076
19284	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ)	256	7.0	26.0	0.2666268570660413
19307	a -> ∅ / X [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a -> ∅ / (l) __ (ɪ) (t|d)	634	2.0	8.0	0.2571449104525855
19174	e -> o / [+begin/end] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, -front, +back, +tense] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (⋊) (w) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	308	2.0	8.0	0.2571449104525855
19308	a -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -LABIAL, -round, -labiodental, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] [-begin/end]	a -> ∅ / (l|ʒ|z|ʃ|s|θ|ð|h) __ (ɪ) (d) (⋉)	538	2.0	8.0	0.2571449104525855
19306	a -> ∅ / X [+C/V, -syllabic, +consonantal, -nasal, +voice, -spread.gl, -round, -labiodental, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a -> ∅ / (l|ʒ|z|d|b|ð) __ (ɪ) (t|d)	531	3.0	12.0	0.252764991276241
19036	ɪ -> ɑ / [+begin/end] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (⋊) (s) __ (ŋ|n|k|g|t|d)	368	3.0	12.0	0.252764991276241
19184	e -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral, -rhotic] __ [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, +rhotic, -DORSAL] [-begin/end]	e -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ɹ) (⋉)	300	4.0	16.0	0.2506096038848459
19197	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ)	247	9.0	36.0	0.2475410608033629
18958	∅ -> ∅ / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -labiodental, -rhotic] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ŋ|n|m|l|w|j) (ɪ) (t) __ (⋉)	522	4.0	17.0	0.2365918361651985
19196	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|d|ð|ɹ) __ (ŋ|g)	283	7.0	30.0	0.2320238077547728
19285	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|g|ʒ|z|d|b|ð|w|j) __ (ŋ|g)	245	6.0	26.0	0.2300969482446456
19254	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|t|d|θ|ð|ɹ) __ (ŋ|g)	275	9.0	40.0	0.2232694436894825
19170	e -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, -front, +back, +tense] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (w) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	297	3.0	14.0	0.2188486446734528
18986	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -high, -low, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʌ|ə|ɛ) (t) __ (⋉)	435	6.0	28.0	0.2141412128963539
19279	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|w|j) __ (ŋ|n)	270	6.0	29.0	0.2069657891517416
19124	i -> ɛ / X [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, +LABIAL, -round, -CORONAL, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	i -> ɛ / (m|v|p|f|b) __ (t|d)	341	3.0	15.0	0.205091595457146
19129	i -> ɛ / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	i -> ɛ / (n|m|ɹ) __ (t|d)	318	3.0	15.0	0.205091595457146
19113	i -> ɛ / X [+C/V, -syllabic, +consonantal, +sonorant, +voice, -spread.gl, -round, -labiodental, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	i -> ɛ / (n|m|l) __ (t|d)	331	3.0	15.0	0.205091595457146
19117	i -> ɛ / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -round, -labiodental, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	i -> ɛ / (n|m|l|ɹ) __ (t|d)	308	5.0	25.0	0.2011652815704282
18982	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -high, -low, -front, +back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -rhotic, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʌ|ɔ) (s) (t) __ (⋉)	654	2.0	11.0	0.1925508957711289
19136	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, +LABIAL, -labiodental, -CORONAL, -lateral, -rhotic] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -CORONAL, -lateral, -rhotic] X	i -> o / (p|b|w) __ (k|g|v|p|f|b)	219	2.0	11.0	0.1925508957711289
19260	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ|g)	237	8.0	42.0	0.1899044773045687
19261	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|g|ʒ|z|d|b|ð|w|j|ɹ) __ (ŋ|g)	236	8.0	43.0	0.1855704187235469
19238	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, +LABIAL, -labiodental, -CORONAL, -lateral, -rhotic] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (p|b|w) __ (ŋ|n)	253	3.0	17.0	0.1821894197663018
19143	i -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	i -> o / (w|j|ɹ) __ (ʒ|z|v|ð)	289	2.0	12.0	0.1776774646684995
19194	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (t|p) __ (ŋ|n)	329	3.0	18.0	0.1725559071658859
19221	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|g)	228	10.0	59.0	0.1687565686276414
19049	ɪ -> ɑ / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -round, -labiodental, -CORONAL, -lateral, -rhotic] X	ɪ -> ɑ / (w|j|ɹ) __ (ŋ|m)	286	5.0	30.0	0.1685776915019239
19310	a -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -LABIAL, -round, -labiodental, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a -> ∅ / (l|ʒ|z|ʃ|s|θ|ð|h) __ (ɪ) (t|d)	519	3.0	19.0	0.1638904323819081
19246	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|w|j|ɹ) __ (ŋ|n)	261	8.0	50.0	0.1600093167837138
19305	a -> ∅ / X [+C/V, -syllabic, -nasal, -round, -labiodental, -rhotic, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a -> ∅ / (l|ʒ|z|t|ʃ|s|p|d|b|θ|ð|h) __ (ɪ) (t|d)	497	4.0	26.0	0.1573885398063283
19166	e -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, +LABIAL, -labiodental, -CORONAL, -lateral, -rhotic] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (b|w) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	192	4.0	26.0	0.1573885398063283
18910	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -high, -front, +back] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -rhotic, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|ʌ) (s) (t) __ (⋉)	657	2.0	14.0	0.1539037118070056
19022	ɪ -> ɑ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -round, -labiodental, -CORONAL, -lateral, -rhotic] X	ɪ -> ɑ / (ʒ|z|ʃ|s|θ|ð|w|j|ɹ) __ (ŋ|m)	239	7.0	47.0	0.1495578231747023
18947	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -low, -front, +back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʌ|ɔ|ʊ) (t) __ (⋉)	426	3.0	21.0	0.1489330258347854
19083	a ɪ -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, +rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, +voice, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ɹ) __ (ʒ|z|v|d|b|ð)	341	5.0	35.0	0.1450786703392746
19059	a ɪ -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, +rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ɹ) __ (ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	333	6.0	42.0	0.1441740031590155
18942	∅ -> ∅ / X [+C/V, -syllabic, -round, -rhotic, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (n|m|l|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð|h) (ɪ) (t) __ (⋉)	494	5.0	36.0	0.1411438920727442
19114	i -> ɛ / X [+C/V, -syllabic, -spread.gl, -round, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	i -> ɛ / (n|m|l|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð|ɹ) __ (t|d)	275	7.0	50.0	0.1407321894767426
